symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2024-12-09 00:00:00+00:00,101303.1825,101303.1825,101303.1825,101303.1825,0.0,0.0,0.0
BTC/USD,2024-12-09 00:01:00+00:00,101236.745,101236.745,101161.554,101161.554,0.0,0.0,0.0
BTC/USD,2024-12-09 00:02:00+00:00,101090.54,101090.54,101090.54,101090.54,0.0,0.0,0.0
BTC/USD,2024-12-09 00:03:00+00:00,101052.314,101052.314,100983.24,100983.24,0.0,0.0,0.0
BTC/USD,2024-12-09 00:04:00+00:00,101042.57,101083.94,101042.57,101083.94,0.0,0.0,0.0
BTC/USD,2024-12-09 00:05:00+00:00,101038.7105,101058.842,100939.7945,100939.7945,0.005,1.0,101058.842
BTC/USD,2024-12-09 00:06:00+00:00,100903.25,100903.25,100903.25,100903.25,0.0,0.0,0.0
BTC/USD,2024-12-09 00:07:00+00:00,100961.275,100961.275,100961.275,100961.275,0.0,0.0,0.0
BTC/USD,2024-12-09 00:08:00+00:00,100906.995,100906.995,100845.005,100845.005,0.0,0.0,0.0
BTC/USD,2024-12-09 00:09:00+00:00,100901.8325,100901.8325,100901.8325,100901.8325,0.0,0.0,0.0
BTC/USD,2024-12-09 00:10:00+00:00,100860.526,100860.526,100860.526,100860.526,0.0,0.0,0.0
BTC/USD,2024-12-09 00:11:00+00:00,100905.485,100942.28,100905.485,100942.28,0.0,0.0,0.0
BTC/USD,2024-12-09 00:12:00+00:00,100917.749,100917.749,100824.32,100824.32,0.0,0.0,0.0
BTC/USD,2024-12-09 00:14:00+00:00,100802.0315,100802.0315,100802.0315,100802.0315,0.0,0.0,0.0
BTC/USD,2024-12-09 00:15:00+00:00,100838.273,100838.273,100742.8185,100742.8185,0.0,0.0,0.0
BTC/USD,2024-12-09 00:16:00+00:00,100687.3695,100687.3695,100525.07,100525.07,0.0,0.0,0.0
BTC/USD,2024-12-09 00:17:00+00:00,100578.61,100735.942,100578.61,100679.415,9.9316e-05,1.0,100735.942
BTC/USD,2024-12-09 00:18:00+00:00,100636.3395,100636.3395,100589.3,100589.3,0.0,0.0,0.0
BTC/USD,2024-12-09 00:19:00+00:00,100628.625,100628.625,100596.745,100596.745,0.0,0.0,0.0
BTC/USD,2024-12-09 00:20:00+00:00,100535.0595,100572.2575,100476.9,100572.2575,0.0,0.0,0.0
BTC/USD,2024-12-09 00:21:00+00:00,100660.415,100660.415,100580.0065,100580.0065,0.0,0.0,0.0
BTC/USD,2024-12-09 00:22:00+00:00,100513.76,100513.76,100497.92,100497.92,0.0,0.0,0.0
BTC/USD,2024-12-09 00:24:00+00:00,100448.785,100448.785,100303.795,100425.35,0.006,1.0,100399.5
BTC/USD,2024-12-09 00:25:00+00:00,100390.873,100390.873,100257.6045,100257.6045,0.0,0.0,0.0
BTC/USD,2024-12-09 00:26:00+00:00,100211.335,100211.335,100115.1885,100115.1885,0.0,0.0,0.0
BTC/USD,2024-12-09 00:27:00+00:00,100177.0,100220.455,100118.665,100118.665,0.0,0.0,0.0
BTC/USD,2024-12-09 00:28:00+00:00,100052.96,100052.96,100052.96,100052.96,0.0,0.0,0.0
BTC/USD,2024-12-09 00:29:00+00:00,100110.7,100110.7,100110.7,100110.7,0.0,0.0,0.0
BTC/USD,2024-12-09 00:30:00+00:00,100172.532,100172.532,100069.7115,100106.8175,0.0,0.0,0.0
BTC/USD,2024-12-09 00:31:00+00:00,100169.796,100224.4355,100169.796,100224.4355,0.0,0.0,0.0
BTC/USD,2024-12-09 00:32:00+00:00,100185.6785,100185.6785,100132.8845,100170.2585,0.0,0.0,0.0
BTC/USD,2024-12-09 00:33:00+00:00,100098.38,100098.38,100047.125,100047.125,0.0,0.0,0.0
BTC/USD,2024-12-09 00:34:00+00:00,100020.318,100020.318,99555.2715,99560.45,0.0,0.0,0.0
BTC/USD,2024-12-09 00:35:00+00:00,99630.484,99784.75,99521.19,99546.05,5.0142e-05,1.0,99769.714
