symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2021-01-01 06:00:00+00:00,29255.71,41999.0,27900.0,33787.13,49785.123802,1577754.0,34620.391592
BTC/USD,2021-02-01 06:00:00+00:00,33787.67,58355.03,33136.11,46235.25,39532.745814,1633351.0,46582.586447
BTC/USD,2021-03-01 06:00:00+00:00,46235.25,61790.24,45688.43,58895.03,29224.860963,1253897.0,54372.07382
BTC/USD,2021-04-01 05:00:00+00:00,58895.5,64967.23,47011.0,58141.4,37507.921138,1789986.0,56234.07483
BTC/USD,2021-05-01 05:00:00+00:00,58118.48,59586.81,30125.0,36754.85,75279.515797,3270260.0,42833.639277
BTC/USD,2021-06-01 05:00:00+00:00,36750.0,41391.73,28810.0,34335.13,71153.816083,2387976.0,35270.028356
BTC/USD,2021-07-01 05:00:00+00:00,34342.77,42610.97,29295.61,42067.31,44034.413933,1547802.0,35378.256044
BTC/USD,2021-08-01 05:00:00+00:00,42074.92,50551.66,37326.25,47158.98,52013.599673,1833962.0,44655.983677
BTC/USD,2021-09-01 05:00:00+00:00,47171.91,52948.52,39587.55,43628.74,44345.672867,1775595.0,45508.971697
BTC/USD,2021-10-01 05:00:00+00:00,43626.8,66996.28,8200.0,60538.0,43197.331157,1743092.0,58144.491412
BTC/USD,2021-11-01 05:00:00+00:00,60548.78,69025.05,53322.69,56824.6,31427.697043,1429130.0,60602.989647
BTC/USD,2021-12-01 06:00:00+00:00,56824.57,59100.0,42000.0,47200.02,31740.421576,1295877.0,49227.021495
BTC/USD,2022-01-01 06:00:00+00:00,47190.56,47992.0,32946.89,38466.1,35376.210002,1206710.0,39914.102549
BTC/USD,2022-02-01 06:00:00+00:00,38472.44,45851.22,34317.34,43229.15,25204.22278,1086558.0,40434.145677
BTC/USD,2022-03-01 06:00:00+00:00,43224.42,48223.41,37166.01,44666.12,24919.756041,1059664.0,41782.08372
BTC/USD,2022-04-01 05:00:00+00:00,44664.21,47468.61,37396.09,37964.05,23199.445772,1017950.0,41255.76945
BTC/USD,2022-05-01 05:00:00+00:00,37971.35,40020.0,25455.46,31540.29,49810.073097,1676313.0,31017.859456
BTC/USD,2022-06-01 05:00:00+00:00,31539.23,31875.0,17594.94,19382.09,84820.535892,2199779.0,22453.260686
BTC/USD,2022-07-01 05:00:00+00:00,19374.83,24683.54,18752.98,23398.0,240752.901404,5969201.0,21646.989818
BTC/USD,2022-08-01 05:00:00+00:00,23398.02,25214.66,19520.19,20056.65,225904.061288,3193958.0,22325.741894
BTC/USD,2022-09-01 05:00:00+00:00,20055.79,22799.03,18168.0,19405.95,314979.244213,3466165.0,19734.963234
BTC/USD,2022-10-01 05:00:00+00:00,19405.97,21089.07,18185.92,20493.6,312039.898909,3389397.0,19762.935202
BTC/USD,2022-11-01 05:00:00+00:00,20494.13,21479.0,15468.58,17112.2,251126.986959,3412761.0,17979.889993
BTC/USD,2022-12-01 06:00:00+00:00,17112.8,18379.3,16288.0,16522.29,143383.0533077,2493924.0,17041.898522
BTC/USD,2023-01-01 06:00:00+00:00,16525.0,23964.19,16495.06,23117.08,195961.279483172,3516491.0,20272.492713
BTC/USD,2023-02-01 06:00:00+00:00,23116.63,25250.0,17020.33,23694.0,172726.342359443,3640909.0,23368.811142
BTC/USD,2023-03-01 06:00:00+00:00,23694.0,29189.54,18700.7425,28588.44,319507.759938479,8399562.0,25635.572329
BTC/USD,2023-04-01 05:00:00+00:00,28588.76,31049.99,26975.61,28596.724675,223979.312453064,3895824.0,28908.213406
BTC/USD,2023-05-01 05:00:00+00:00,28592.33,29912.14,18372.569720234,26840.117,99930.400099718,2719629.0,27930.400518
BTC/USD,2023-06-01 05:00:00+00:00,26825.65875477,31596.8255209475,22880.636573363,30388.47445569,21186.912140363,987105.0,26673.274459
BTC/USD,2023-07-01 05:00:00+00:00,30385.895956,31797.2202969855,28760.8222505,28851.76240562,67.525857586,4680.0,30222.99697
BTC/USD,2023-08-01 05:00:00+00:00,28855.49538118,30219.4712,20843.672456575,26030.256,57.315292703,4238.0,27168.977804
BTC/USD,2023-09-01 05:00:00+00:00,26019.87,27500.0,24904.443,27046.31,65.874220081,4211.0,26179.079759
